nominal,empirical
0.1,0.1615720524017467
0.2,0.3318777292576419
0.30000000000000004,0.4737991266375546
0.4,0.5807860262008734
0.5,0.6834061135371179
0.6,0.7532751091703057
0.7000000000000001,0.7751091703056768
0.8,0.7903930131004366
0.9,0.8013100436681223
