k,value,shortfall_rate_pct,coverage_pct
0.0,531.9978630102779,52.5,41.666666666666664
0.4,549.2809736356871,38.333333333333336,60.0
0.8,549.7477860381584,23.333333333333332,74.16666666666667
1.2815515655446004,546.5986116067405,12.5,87.5
1.6,542.9080453827017,5.0,93.33333333333333
2.0,536.9406778362519,1.6666666666666667,98.33333333333333
2.5,528.639856936563,0.0,100.0
3.0,520.2312695133999,0.0,100.0
