k,value,shortfall_rate_pct,coverage_pct
0.0,289.2096258471863,53.333333333333336,42.5
0.4,300.47067969835615,35.833333333333336,63.333333333333336
0.8,296.48320490431337,20.833333333333332,76.66666666666667
1.2815515655446004,290.54187778199724,7.5,90.0
1.6,286.08971136934025,5.0,95.0
2.0,280.28834876878955,0.8333333333333334,98.33333333333333
2.5,272.77157622614794,0.0,99.16666666666667
3.0,265.175993420955,0.0,100.0
